Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
47:15.0,47:15.0,1486.020794,14.634775,121.076233,4.736441885,58.22057442,3.375004489,2943.299273,0,0.039342579,-1,275.655304,278.3614197,23.92518806,8.479299373,0
47:16.0,47:16.0,1487.017027,14.634775,121.076233,4.736074982,58.22057442,3.375519338,2943.299273,0,0.039342579,-1,275.655304,278.3614197,23.92518806,10.83379342,0
47:17.0,47:17.0,1488.020783,14.634775,121.076233,4.736944959,58.22057442,3.374298369,2943.299273,0,0.039342579,-1,275.655304,278.3614197,23.92518806,17.10526771,0
47:18.0,47:18.0,1489.020783,14.634775,121.076233,4.735529459,58.22057442,3.376284612,2943.299273,0,0,-1,275.655304,278.3614197,23.92518806,14.88476298,0
47:19.0,47:19.0,1490.020865,14.634775,121.076233,4.735610787,58.22057442,3.376170539,2943.299273,0,0,-1,275.655304,278.3614197,23.92518806,11.03537522,0
47:20.0,47:20.0,1491.020849,14.63477,121.076239,4.735410413,57.44565126,3.376451577,2944.163581,0.221289573,0,-1,275.655304,278.3614197,23.92518806,9.829948763,0
47:21.0,47:21.0,1492.020771,14.634768,121.076241,4.737190741,57.26150483,3.373953306,2944.419903,0.086721791,0,-1,275.655304,278.3614197,23.92518806,24.69423563,0
47:22.0,47:22.0,1493.01702,14.634766,121.076243,4.735763819,57.20516687,3.375955877,2944.747976,0,0,-1,275.655304,278.3614197,23.92518806,-11.14374299,0
47:23.0,47:23.0,1494.020794,14.634766,121.076243,4.736063086,57.20516687,3.375536028,2944.747976,0,0.357827058,-1,275.655304,278.3614197,23.92518806,-3.122166175,0
47:24.0,47:24.0,1495.020278,14.634766,121.076243,4.73573823,57.20516687,3.375991773,2944.747976,0,0.357827058,-1,275.655304,278.3614197,23.92518806,-1.524413753,0
47:25.0,47:25.0,1496.02075,14.634762,121.076243,4.73463744,57.66505446,3.377535395,2945.197685,0,0.357827058,-1,275.655304,278.3614197,23.92518806,-1.421746872,0
47:26.0,47:26.0,1497.020799,14.634762,121.076243,4.735875566,57.66505446,3.375799114,2945.197685,0,0.357827058,-1,275.655304,278.3614197,23.92518806,-1.483993497,0
47:27.0,47:27.0,1498.02032,14.634763,121.076244,4.73692139,58.31828347,3.374331457,2945.345234,0.428586251,0.357827058,-1,275.655304,278.3614197,23.92518806,-1.902333601,0
47:28.0,47:28.0,1499.01669,14.634764,121.076245,4.735650192,57.77255279,3.376115266,2945.545706,0.020672973,0.199076007,-1,275.655304,278.3614197,23.92518806,-3.481947017,0
47:29.0,47:29.0,1500.016663,14.634764,121.076239,4.735481282,58.05806283,3.376352183,2946.204784,0.396079495,0.199076007,-1,303.4949646,306.2010803,23.90865135,-4.364411578,0
47:30.0,47:30.0,1501.016064,14.634761,121.076242,4.737079962,57.50587497,3.374108841,2946.657241,0.068532129,0.199076007,-1,306.8770752,309.5831909,23.85876465,-8.12155052,0
47:31.0,47:31.0,1502.016684,14.634763,121.076242,4.735427166,57.47294113,3.376428081,2946.810968,0.284035725,0.199076007,-1,308.8894958,311.5956116,23.78403091,-6.237408645,0
47:32.0,47:32.0,1503.016826,14.634758,121.076244,4.735991404,57.60860547,3.3756366,2947.394607,0,0.199076007,-1,309.8927002,312.5988159,23.76355743,-7.561341106,0
47:33.0,47:33.0,1504.016846,14.634758,121.076244,4.736659576,57.60860547,3.374698964,2947.394607,0,0.184195287,-1,309.8927002,312.5988159,23.76355743,-5.922958206,0
47:34.0,47:34.0,1505.016581,14.634758,121.076244,4.737356275,57.60860547,3.373720877,2947.394607,0,0.184195287,-1,310.9019775,313.6080933,23.7820034,-6.231579286,0
47:35.0,47:35.0,1506.016814,14.634758,121.076244,4.73800121,57.60860547,3.372815081,2947.394607,0,0.184195287,-1,310.9019775,313.6080933,23.7820034,-5.279721297,0
47:36.0,47:36.0,1507.016766,14.634758,121.076244,4.738328007,57.60860547,3.372355961,2947.394607,0,0.184195287,-1,310.9019775,313.6080933,23.7820034,-8.411165989,0
47:37.0,47:37.0,1508.016176,14.634758,121.076244,4.738876978,57.60860547,3.371584497,2947.394607,0,0.184195287,-1,310.9019775,313.6080933,23.7820034,-77.9076767,0
47:38.0,47:38.0,1509.016697,14.634758,121.076244,4.736389802,57.60860547,3.375077581,2947.394607,0,0,-1,310.9019775,313.6080933,23.7820034,8.691787724,0
47:39.0,47:39.0,1510.016667,14.634758,121.076244,4.734926975,57.60860547,3.377129488,2947.394607,0,0,-1,310.9019775,313.6080933,23.7820034,6.880453742,0
47:40.0,47:40.0,1511.016043,14.634758,121.076244,4.737266248,57.60860547,3.373847289,2947.394607,0,0,-1,304.4208374,307.1269531,23.80968475,5.445491044,0
47:41.0,47:41.0,1512.016685,14.634731,121.076242,4.737913828,56.82667951,3.372937829,2950.307055,0,0,-1,303.3705444,306.0766602,23.77955437,20.42581618,0
47:42.0,47:42.0,1513.016777,14.634731,121.076242,4.734841806,56.82667951,3.377248896,2950.307055,0,0,-1,301.171936,303.8780518,23.72249985,-30.29285151,0
47:43.0,47:43.0,1514.016791,14.634731,121.076242,4.73498555,56.82667951,3.377047361,2950.307055,0,0.849467122,-1,301.171936,303.8780518,23.72249985,-5.985534534,0
47:44.0,47:44.0,1515.016657,14.634731,121.076242,4.734341891,56.82667951,3.377949658,2950.307055,0,0.849467122,-1,301.171936,303.8780518,23.72249985,-3.75682826,0
47:45.0,47:45.0,1516.016706,14.634731,121.076242,4.735350366,56.82667951,3.37653579,2950.307055,0,0.849467122,-1,301.171936,303.8780518,23.72249985,-2.984425867,0
47:46.0,47:46.0,1517.01675,14.634731,121.076242,4.736441727,56.82667951,3.375004711,2950.307055,0,0.849467122,-1,302.190155,304.8962708,23.64996529,-3.671779097,0
47:47.0,47:47.0,1518.016669,14.634731,121.076242,4.737760072,56.82667951,3.373153797,2950.307055,0,0.849467122,-1,302.190155,304.8962708,23.64996529,-3.417242924,0
47:48.0,47:48.0,1519.016706,14.634731,121.076242,4.736953178,56.82667951,3.374286832,2950.307055,0,0,-1,299.1423645,301.8484802,23.56756973,-4.146063911,0
47:49.0,47:49.0,1520.015992,14.634731,121.076242,4.738230985,56.82667951,3.372492278,2950.307055,0,0,-1,289.1400757,291.8461914,23.56841278,-3.953346572,0
47:50.0,47:50.0,1521.01629,14.634722,121.076258,4.738562618,57.5512792,3.372026298,2952.281645,0.407420022,0,-1,278.2470398,280.9531555,23.57801056,-6.250001196,0
47:51.0,47:51.0,1522.01641,14.63472,121.076273,4.73574492,57.65653828,3.375982389,2953.875773,0.371461261,0,-1,263.199646,265.9057617,23.60141945,-11.9934369,0
47:52.0,47:52.0,1523.016791,14.634727,121.076288,4.736593577,57.98695535,3.374791596,2955.680012,0.338116636,0,65.0342309,240.198822,242.9049377,23.61316872,-31.41110314,0
47:53.0,47:53.0,1524.01657,14.634743,121.076313,4.735870273,58.40631896,3.375806539,2958.92639,1.924679505,1.261715438,58.39872329,225.1195984,227.8257141,23.64260674,93.76540958,0
47:54.0,47:54.0,1525.016658,14.63477,121.076326,4.735094867,58.43198958,3.376894081,2962.237389,2.489307332,1.261715438,35.87203474,210.3423462,213.0484619,23.64507484,36.37948018,0
47:55.0,47:55.0,1526.016645,14.634803,121.076333,4.735040192,58.59536574,3.376970745,2965.916347,2.982588714,1.261715438,20.0522313,206.2740784,208.9801941,23.660923,27.79028739,0
47:56.0,47:56.0,1527.016242,14.634845,121.076338,4.734960976,58.8656361,3.377081815,2970.61458,3.863220124,1.261715438,8.619389867,195.3217163,198.027832,23.67264748,23.36115554,0
47:57.0,47:57.0,1528.016817,14.634881,121.076337,4.734360376,59.06478847,3.37792375,2974.559091,3.952526076,1.261715438,0.812056854,193.1352386,195.8413544,23.70105553,18.90210427,0
47:58.0,47:58.0,1529.016776,14.634923,121.076331,4.735092891,58.8011275,3.376896852,2979.334874,4.517223416,3.823265354,354.7350064,193.5533905,196.2595062,23.7227478,16.54375751,0
47:59.0,47:59.0,1530.016765,14.634974,121.076328,4.735462735,58.6211559,3.376378196,2984.901393,4.94224506,3.823265354,354.8473637,194.8117676,197.5178833,23.73821831,16.60126197,0
48:00.0,48:00.0,1531.016718,14.635022,121.076323,4.735550725,58.47190007,3.376254783,2990.30083,5.059531368,3.823265354,354.1683749,193.2918243,195.9979401,23.74795341,19.97347407,0
48:01.0,48:01.0,1532.016553,14.635069,121.076321,4.732766375,58.26276547,3.380156723,2995.523988,5.081330687,3.823265354,354.6642426,189.911499,192.6176147,23.77027702,25.05488876,0
48:02.0,48:02.0,1533.016555,14.635114,121.076316,4.745683753,57.97447764,3.36199684,3000.482371,5.014006207,3.823265354,354.1790436,189.9884186,192.6945343,23.77446747,30.87215939,0
48:03.0,48:03.0,1534.016104,14.635163,121.076309,4.747539236,57.76147927,3.359376168,3005.981313,5.217961971,5.147715574,352.3991724,190.5278473,193.233963,23.78470802,39.49364868,0
48:04.0,48:04.0,1535.016668,14.635216,121.076302,4.752822634,57.45314909,3.351897081,3011.906539,5.483003812,5.147715574,352.2719139,194.217804,196.9239197,23.7816906,52.51919781,0
48:05.0,48:05.0,1536.016605,14.635263,121.076299,4.758515068,57.63111178,3.343810907,3017.106293,5.341814249,5.650771791,354.1851729,195.2315826,197.9376984,23.79636002,71.78630518,0
48:06.0,48:06.0,1537.016587,14.635311,121.076299,4.765233398,57.20902193,3.334229701,3022.406938,5.26477901,5.650771791,356.3175102,193.7353973,196.4415131,23.79249573,125.277713,0
48:07.0,48:07.0,1538.016117,14.635356,121.076301,4.754485346,57.7918824,3.349538196,3027.379105,5.03054315,5.269879275,357.3724514,189.5326843,192.2388,23.81213188,831.1788222,0
48:08.0,48:08.0,1539.016584,14.635403,121.076302,4.752289946,57.9392165,3.352652279,3032.59342,4.996386672,5.269879275,358.2773687,190.9363403,193.6424561,23.81113052,-392.7115892,0
48:09.0,48:09.0,1540.016682,14.63545,121.076299,4.749541541,58.14731358,3.356544679,3037.789456,4.993427333,5.07507286,356.7069321,200.3005524,203.0066681,23.82826996,-204.2514951,0
48:10.0,48:10.0,1541.016571,14.635504,121.076295,4.745916278,57.81028216,3.361668591,3043.808145,5.405009061,5.07507286,356.1875208,210.9082642,213.6143799,23.84246445,-246.7920419,0
48:11.0,48:11.0,1542.016629,14.635551,121.076303,4.745352585,57.59304448,3.362464256,3049.0416,5.197011312,5.609006444,4.392849797,219.1960297,221.9021454,23.84936523,-153.0918558,0
48:12.0,48:12.0,1543.01659,14.635595,121.076324,4.742704839,57.98785367,3.366197832,3054.455074,5.168087786,5.609006444,16.93489701,225.3036804,228.0097961,23.86501503,-102.3279298,0
48:13.0,48:13.0,1544.016681,14.635643,121.076354,4.742261729,58.09755288,3.366822052,3060.639491,5.676151694,5.256566319,23.79381853,228.8831024,231.5892181,23.882864,-77.81314099,0
48:14.0,48:14.0,1545.015713,14.635685,121.076384,4.742151726,57.87487094,3.366976989,3066.354673,5.66403202,5.256566319,28.88447052,232.2044983,234.910614,23.89453506,-80.03660409,0
48:15.0,48:15.0,1546.016127,14.635718,121.076412,4.742822084,57.90684146,3.366032637,3071.036252,5.001741212,5.746921444,34.44293598,230.5987549,233.3048706,23.91624451,-95.8551558,0
48:16.0,48:16.0,1547.016562,14.635749,121.076421,4.743324676,58.37001476,3.365324361,3074.653501,4.128514874,5.746921444,26.71218387,223.681015,226.3871307,23.93717194,-117.8154727,0
48:17.0,48:17.0,1548.016699,14.63577,121.076434,4.742483723,58.43560435,3.366509345,3077.321837,3.145805108,3.986061392,26.82594848,218.5967712,221.302887,23.95218658,-191.4454746,0
48:18.0,48:18.0,1549.016526,14.635788,121.076432,4.739042769,58.15762522,3.37135146,3079.253746,2.071491733,3.992156296,18.33193154,215.3644714,218.0705872,23.95676041,66262.20376,0
48:19.0,48:19.0,1550.016698,14.635796,121.076429,4.738480681,58.2276438,3.372141436,3080.239607,1.099270472,3.992156296,9.751931687,215.6158905,218.3220062,23.95765305,212.5396957,0
48:20.0,48:20.0,1551.016518,14.635797,121.076426,4.737457573,58.17279697,3.373578631,3080.621182,0.375753836,3.992156296,0.520870652,213.3269806,216.0330963,23.95118904,116.7719569,0
48:21.0,48:21.0,1552.016601,14.635795,121.076424,4.743985708,58.20239944,3.364392461,3080.88275,0.025176523,3.992156296,0.52087044,213.3269806,216.0330963,23.95118904,102.4497978,0
48:22.0,48:22.0,1553.01613,14.635795,121.076424,4.747523719,58.20172304,3.359398096,3080.892222,0,3.992156296,0.52087044,214.4365082,217.1426239,23.94564629,69.51087284,0
48:23.0,48:23.0,1554.016536,14.635795,121.076424,4.748445478,58.20172304,3.358095082,3080.892222,0,0.213242953,0.52087044,214.4365082,217.1426239,23.94564629,74.50057009,0
48:24.0,48:24.0,1555.016605,14.6358,121.076424,4.745722214,58.63060173,3.361942548,3081.486307,0.591663168,0.213242953,0.520870439,211.2059326,213.9120483,23.94410515,78.69881148,0
48:25.0,48:25.0,1556.01653,14.635816,121.07643,4.74462124,58.73951287,3.363496146,3083.380981,1.368942044,0.213242953,16.2444872,203.1208801,205.8269958,23.96960831,102.7300779,0
48:26.0,48:26.0,1557.015629,14.635837,121.07643,4.745442015,58.87671313,3.362338043,3085.720935,1.897242272,0.213242953,8.456582563,194.4352264,197.1413422,23.98795509,65.6933344,0
48:27.0,48:27.0,1558.015991,14.635862,121.076427,4.745702297,59.44285207,3.361970663,3088.490693,2.409737864,0.213242953,0.607029925,191.4334106,194.1395264,23.99124718,37.87082949,0
48:28.0,48:28.0,1559.01576,14.635887,121.076425,4.742345058,59.0861017,3.366704677,3091.234429,2.369483051,1.940372516,356.1537659,171.101593,173.8077087,24.00401878,25.0238205,0
48:29.0,48:29.0,1560.015709,14.635901,121.076426,4.740911014,58.61248764,3.368723763,3092.762482,1.885074423,1.940372516,357.4036758,173.8482361,176.5543518,23.9973774,21.25539062,0
48:30.0,48:30.0,1561.015667,14.635913,121.076422,4.739851868,58.72733434,3.370213836,3094.190973,1.51821905,1.940372516,352.0451695,166.5099792,169.216095,23.93679428,21.83608372,0
48:31.0,48:31.0,1562.015762,14.635924,121.076414,4.737852072,58.54545769,3.373024574,3095.685611,1.278927575,1.940372516,337.2145004,161.7102051,164.4163208,23.90085602,24.77612664,0
48:32.0,48:32.0,1563.015554,14.63593,121.076412,4.737930821,58.07968911,3.372913958,3096.382392,0.868971616,1.940372516,337.816599,162.78685,165.4929657,23.90973854,32.98525084,0
48:33.0,48:33.0,1564.015612,14.635936,121.076411,4.736274081,57.48327324,3.375239972,3096.99984,0.760631212,1.327254586,339.5824888,163.1509247,165.8570404,23.9207058,83.18213892,0
48:34.0,48:34.0,1565.015732,14.635939,121.076413,4.735596547,57.59104369,3.376190513,3097.455245,0.617144131,1.327254586,348.0131149,178.0309448,180.7370605,23.9444561,-60.41816577,0
48:35.0,48:35.0,1566.015576,14.635946,121.076407,4.735255852,57.96007758,3.376668335,3098.428714,0.755523355,1.327254586,337.1171495,172.7064362,175.4125519,23.95852852,-32.04969812,0
48:36.0,48:36.0,1567.015726,14.63596,121.076403,4.733299736,58.09570285,3.379409807,3100.00216,1.244766776,1.327254586,337.9732169,175.353653,178.0597687,23.98201942,-37.64474747,0
48:37.0,48:37.0,1568.016462,14.635978,121.076398,4.734951452,58.21883715,3.377095169,3102.066136,1.632975889,1.327254586,340.4933168,172.5402527,175.2463684,23.98432922,-66.44421737,0
48:38.0,48:38.0,1569.016573,14.63599,121.076396,4.735485645,58.58760039,3.376346063,3103.458929,1.599071608,1.213033056,344.2587288,173.623291,176.3294067,23.99307823,-223.9487335,0
48:39.0,48:39.0,1570.016642,14.63601,121.076392,4.735908301,58.78428587,3.37575319,3105.719793,1.859439253,1.213033056,346.4936904,174.7583466,177.4644623,23.99279785,245.3652236,0
48:40.0,48:40.0,1571.016545,14.636029,121.076387,4.735975129,58.6568294,3.375659433,3107.895773,1.851238893,1.213033056,346.2274673,176.8440247,179.5501404,24.00840187,132.1135271,0
48:41.0,48:41.0,1572.015535,14.636041,121.076383,4.735613136,59.02084548,3.376167244,3109.280533,1.543745919,1.213033056,342.6590389,175.6498413,178.355957,24.00852394,154.6994854,0
48:42.0,48:42.0,1573.016536,14.636058,121.07638,4.733823336,58.53180863,3.378676317,3111.231653,1.622330743,1.213033056,344.6998494,175.7171326,178.4232483,24.02270508,317.119506,0
48:43.0,48:43.0,1574.01642,14.636071,121.076379,4.733737955,58.91369508,3.37879594,3112.64059,1.52927206,1.822088962,346.9626772,176.7470093,179.453125,24.04173851,-75.58720912,0
48:44.0,48:44.0,1575.016572,14.636088,121.07638,4.732851934,58.42423847,3.380036923,3114.55851,1.648859922,1.822088962,353.5937836,175.6547089,178.3608246,24.0293045,-69.61231906,0
48:45.0,48:45.0,1576.016558,14.636096,121.076377,4.732873374,58.69039593,3.380006902,3115.482333,1.201262582,1.822088962,349.4792281,175.6547089,178.3608246,24.0293045,-50.22734946,0
48:46.0,48:46.0,1577.016412,14.63609,121.076383,4.732119168,58.62956894,3.381062735,3116.375077,0.095459898,1.822088962,4.941179314,175.6547089,178.3608246,24.0293045,-156.1099148,0
48:47.0,48:47.0,1578.016476,14.636098,121.076378,4.735195572,58.86510906,3.376752867,3117.413005,0.522817305,1.822088962,4.941177851,174.6465149,177.3526306,24.01772881,-447.2177505,0
48:48.0,48:48.0,1579.016203,14.636101,121.076378,4.735172036,58.7363089,3.376785871,3117.722524,0.481113079,0.674598346,4.941177878,170.4693756,173.1754913,24.02462387,74.66801599,0
48:49.0,48:49.0,1580.015533,14.636113,121.076378,4.735443199,58.58922743,3.376405595,3119.040204,0.919098041,0.674598346,356.5772246,164.0138245,166.7199402,24.01584435,30.50781508,0
48:50.0,48:50.0,1581.016423,14.636135,121.076373,4.733823572,58.75083601,3.378675987,3121.493262,1.801525741,0.674598346,349.1554698,157.1556091,159.8617249,24.02988052,22.78625661,0
48:51.0,48:51.0,1582.017247,14.636156,121.076364,4.733751485,58.67065297,3.378776985,3124.03826,2.326594075,0.674598346,340.6462374,150.9969788,153.7030945,24.04154778,23.70441377,0
48:52.0,48:52.0,1583.016542,14.636172,121.07635,4.730501421,59.0611304,3.383325781,3126.361829,2.205742572,0.674598346,330.452416,144.2864838,146.9925995,24.06106949,30.83350303,0
48:53.0,48:53.0,1584.016377,14.636185,121.07634,4.730130673,59.23957095,3.383844093,3128.134469,1.929533569,2.230036082,328.3335148,139.7913361,142.4974518,24.07605553,33.52652144,0
48:54.0,48:54.0,1585.016432,14.6362,121.076323,4.731103419,59.3632763,3.38248392,3130.605431,2.201866675,2.230036082,318.9994197,136.4713593,139.177475,24.08712196,36.07984325,0
48:55.0,48:55.0,1586.016653,14.636211,121.076307,4.732880232,59.27774978,3.379997299,3132.731555,2.083316911,2.230036082,310.0651584,132.0373383,134.743454,24.08934975,35.93739052,0
48:56.0,48:56.0,1587.016439,14.636222,121.076293,4.737985854,59.04551381,3.372836652,3134.72173,2.054985187,2.230036082,307.9030952,134.1751251,136.8812408,24.10709381,41.21408315,0
48:57.0,48:57.0,1588.016363,14.636236,121.076279,4.743857372,58.76813946,3.364573415,3136.83209,1.974993274,2.230036082,310.6868761,134.1751251,136.8812408,24.10709381,62.71649495,0
48:58.0,48:58.0,1589.016363,14.63625,121.076266,4.7510673,58.52746387,3.354384675,3138.933943,1.890081968,2.076642253,314.9238777,134.1751251,136.8812408,24.10709381,89.44133224,0
48:59.0,48:59.0,1590.016517,14.636257,121.076253,4.759522787,58.53426532,3.342376382,3140.522721,1.718147047,2.076642253,308.6227137,134.1751251,136.8812408,24.10709381,-621.9863784,0
49:00.0,49:00.0,1591.016436,14.636269,121.076243,4.760963108,58.34310068,3.340324433,3142.261987,1.702259735,2.076642253,312.0107455,133.1691895,135.8753052,24.12256432,-2014.844208,0
49:01.0,49:01.0,1592.016333,14.636285,121.076232,4.769471265,58.66318933,3.328164793,3144.435309,1.903487444,2.076642253,317.9545718,133.1691895,135.8753052,24.12256432,-135.013231,0
49:02.0,49:02.0,1593.016393,14.636296,121.076215,4.775524314,58.32646161,3.319473536,3146.583635,1.936035032,2.076642253,311.9759239,130.5393677,133.2454834,24.16628265,-429.7212968,0
49:03.0,49:03.0,1594.016339,14.636309,121.076201,4.779046956,58.13408573,3.314399979,3148.634201,1.994360153,1.883904582,310.0510758,132.0953217,134.8014374,24.18012619,-108.8027766,0
49:04.0,49:04.0,1595.016494,14.636324,121.076185,4.782093107,58.11720075,3.310003406,3151.024396,2.175469223,1.883904582,310.787086,136.4045868,139.1107025,24.18719482,-86.65843626,0
49:05.0,49:05.0,1596.016435,14.636339,121.076165,4.786005664,57.99589634,3.304343628,3153.76,2.272355248,1.883904582,309.7693393,143.2841644,145.9902802,24.1919632,-60.01635337,0
49:06.0,49:06.0,1597.015673,14.636357,121.076148,4.789784659,57.97082458,3.298863433,3156.531982,2.340661771,1.883904582,315.0415812,148.1959686,150.9020844,24.19535255,-53.29199853,0
49:07.0,49:07.0,1598.016534,14.636374,121.076139,4.796714369,57.61069067,3.28877915,3158.5937,2.036390737,1.883904582,324.246659,151.5520935,154.2582092,24.20666695,-50.18469826,0
49:08.0,49:08.0,1599.016341,14.636396,121.076125,4.798469681,57.64979399,3.286217545,3161.479108,2.344962353,2.38075004,326.730885,159.8635559,162.5696716,24.22114944,-34.43261973,0
49:09.0,49:09.0,1600.016445,14.636414,121.076114,4.803528508,57.51689903,3.278818523,3163.792634,2.207420509,2.38075004,329.1838428,176.2358551,178.9419708,24.22938728,-26.62043048,0
49:10.0,49:10.0,1601.0164,14.636434,121.07611,4.809912336,57.47433539,3.26944649,3165.978688,2.152451467,2.38075004,337.9701069,188.1979523,190.904068,24.24367905,-20.41123066,0
49:11.0,49:11.0,1602.016404,14.636463,121.07611,4.813990348,57.16391167,3.263438977,3169.213918,2.443828472,2.38075004,351.3312655,198.625824,201.3319397,24.26321793,-19.74906139,0
49:12.0,49:12.0,1603.017442,14.636486,121.076115,4.824012836,57.12146744,3.248605422,3171.836873,2.526969899,2.38075004,1.747304443,208.7034454,211.4095612,24.27039146,-18.98515169,0
49:13.0,49:13.0,1604.016249,14.636514,121.076131,4.824708728,57.15163678,3.24757182,3175.358089,2.72944697,2.51079903,16.51903914,212.1802521,214.8863678,24.27192879,-20.49490296,0
49:14.0,49:14.0,1605.015836,14.636534,121.076139,4.827634627,57.10320016,3.243220767,3177.739565,2.476841702,2.51079903,20.80198168,212.1188202,214.8249359,24.28349876,-22.76676747,0
49:15.0,49:15.0,1606.016043,14.636552,121.076156,4.825540671,56.65200029,3.246335513,3180.485883,2.358539159,2.51079903,31.85541165,210.7822876,213.4884033,24.29109383,-25.74829526,0
49:16.0,49:16.0,1607.015953,14.636572,121.076168,4.815264331,56.50652638,3.261558899,3183.032642,2.248668265,2.51079903,31.19209385,211.1002502,213.806366,24.30640411,-25.74303909,0
49:17.0,49:17.0,1608.016333,14.636581,121.076174,4.824596887,56.83910943,3.247737968,3184.274225,1.654625615,2.51079903,32.38309087,211.1273346,213.8334503,24.31298256,-21.41986057,0
49:18.0,49:18.0,1609.016299,14.636592,121.076177,4.830214326,56.85629273,3.239377502,3185.514985,1.323524726,2.268000279,30.08833488,212.2514954,214.9576111,24.31964302,-20.73851067,0
49:19.0,49:19.0,1610.016422,14.636613,121.076185,4.838042087,56.73641402,3.227674984,3187.936756,1.77587134,2.268000279,26.08788208,215.4593353,218.165451,24.33078003,-22.4992681,0
49:20.0,49:20.0,1611.015772,14.636635,121.076197,4.829229065,56.84895183,3.240846135,3190.695856,2.093637944,2.268000279,29.87638961,217.5310211,220.2371368,24.33823967,-26.72681823,0
49:21.0,49:21.0,1612.01631,14.636657,121.076212,4.831535657,56.91483445,3.237406405,3193.656543,2.248425495,2.268000279,34.59810601,217.4436798,220.1497955,24.34418488,-29.26631845,0
49:22.0,49:22.0,1613.016414,14.636672,121.076216,4.832568881,56.59630947,3.235863879,3195.382373,1.720623234,2.268000279,33.11995727,215.3355408,218.0416565,24.34711075,-30.79648431,0
49:23.0,49:23.0,1614.016274,14.636692,121.076225,4.83351736,56.41102711,3.234446933,3197.725318,1.859633188,2.425509037,31.20036554,215.0181427,217.7242584,24.35415459,-33.7979345,0
49:24.0,49:24.0,1615.016405,14.636714,121.076236,4.834864013,56.64519481,3.232433605,3200.49692,2.114378181,2.425509037,29.03679428,214.3371429,217.0432587,24.37046623,-33.27538778,0
49:25.0,49:25.0,1616.016289,14.636732,121.076246,4.835634944,56.73498781,3.231280198,3202.794513,2.004805721,2.425509037,29.88679055,216.6271667,219.3332825,24.37428665,-35.34486359,0
49:26.0,49:26.0,1617.016327,14.636751,121.076248,4.838234552,56.54634834,3.227386475,3204.837006,1.833618096,2.425509037,20.00802474,217.7200775,220.4261932,24.36419296,-37.50037365,0
49:27.0,49:27.0,1618.015414,14.636765,121.076256,4.841323443,56.52385269,3.222751054,3206.697983,1.706747704,2.425509037,25.02139467,219.9618835,222.6679993,24.37758064,-46.92749668,0
49:28.0,49:28.0,1619.018797,14.636776,121.076264,4.840102329,56.49961457,3.224584699,3208.169776,1.480415444,2.026210235,30.63356102,220.0255737,222.7316895,24.38345146,-50.3626339,0
49:29.0,49:29.0,1620.020406,14.636787,121.07627,4.839576029,56.55309538,3.225374535,3209.530866,1.209905149,2.026210235,30.02038855,220.0255737,222.7316895,24.38345146,-51.07856008,0
49:30.0,49:30.0,1621.020306,14.636795,121.07627,4.837911734,56.4243499,3.227870364,3210.369847,0.83243566,2.026210235,25.66913598,220.0255737,222.7316895,24.38345146,-49.81375353,0
49:31.0,49:31.0,1622.020291,14.636803,121.076272,4.834154935,56.79709754,3.233493945,3211.315786,0.873700531,2.026210235,18.81746585,220.0255737,222.7316895,24.38345146,-59.34450452,0
49:32.0,49:32.0,1623.020305,14.636808,121.076276,4.836945242,56.98664952,3.229318466,3211.96275,0.611803737,2.026210235,21.2204842,220.0255737,222.7316895,24.38345146,-170.5014365,0
49:33.0,49:33.0,1624.020321,14.636811,121.076278,4.834734396,56.42700686,3.232627469,3212.351779,0.284395423,0.91283081,23.28597338,220.0255737,222.7316895,24.38345146,382.5432836,0
49:34.0,49:34.0,1625.017349,14.636811,121.076281,4.836389694,56.54662224,3.230150424,3212.681454,0.150317762,0.91283081,23.28597495,220.0255737,222.7316895,24.38345146,8411.439083,0
49:35.0,49:35.0,1626.016828,14.63681,121.07628,4.832783365,56.56356273,3.235543538,3212.737597,0,0.91283081,23.28597489,220.0255737,222.7316895,24.38345146,-140.2332042,0
49:36.0,49:36.0,1627.020271,14.636818,121.076289,4.835910143,56.56656625,3.230868323,3213.965279,0.367360531,0.91283081,23.28597822,220.0255737,222.7316895,24.38345146,-67.36146638,0
49:37.0,49:37.0,1628.016558,14.636826,121.076295,4.829423992,56.64524247,3.240555653,3215.132272,0.515129038,0.91283081,25.28497943,220.0255737,222.7316895,24.38345146,-71.95307857,0
49:38.0,49:38.0,1629.020406,14.636825,121.076297,4.827777931,56.56349671,3.243007444,3215.374568,0,0.520714175,24.88569565,220.0255737,222.7316895,24.38345146,-90.55164875,0
49:39.0,49:39.0,1630.017166,14.636825,121.076297,4.826306117,56.56349671,3.24519742,3215.374568,0,0.520714175,24.88569565,220.0255737,222.7316895,24.38345146,-303.9032853,0
49:40.0,49:40.0,1631.016523,14.636825,121.076297,4.823185955,56.56349671,3.249832961,3215.374568,0,0.520714175,24.88569565,220.0255737,222.7316895,24.38345146,315.2777787,0
49:41.0,49:41.0,1632.020273,14.636825,121.076297,4.822000842,56.56349671,3.251591135,3215.374568,0,0.520714175,24.88569565,220.0255737,222.7316895,24.38345146,-313.8681914,0
